number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
8,2,2,5,2,20,0.7520787445146712,0.13851846443374347,1.7929837862650553,0.7350110084341228,2.0,0.0,1.0,0.0,2.0,0.0
32,4,2,10,5,20,0.9691045562815226,0.023890795769058948,0.5523752530415853,0.18869533405016226,4.0,0.0,1.6,0.5070925528371101,4.666666666666667,0.6172133998483675
4,2,1,10,2,10,0.5109626716830022,0.11396348743345959,0.44663828214009604,0.10955776526051272,2.0,0.0,1.0,0.0,2.0,0.0
32,3,2,5,1,10,0.9321156766153543,0.016541651387547856,0.6821056207021078,0.12120259401736079,3.0,0.0,1.0,0.0,3.0,0.0
8,2,1,2,1,20,0.6820918469605469,0.1573653566979819,0.5466742038726806,0.19475911801764026,2.0,0.0,1.0,0.0,2.0,0.0
32,3,2,2,5,10,0.9624290584735932,0.030956670434906935,0.7526071389516195,0.257198650527315,3.0,0.0,2.0,0.0,5.733333333333333,0.5936168397046636
16,4,2,2,5,15,0.8903788477163979,0.06624168371565899,1.1120033105214437,0.2275277203297364,4.0,0.0,2.0,0.0,8.0,0.0
8,1,1,10,5,10,0.6802604413818829,0.14402767462818067,0.31049973169962564,0.10238680264752593,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,10,15,0.7951721892213707,0.07428478195935198,0.4112511157989502,0.03158843296137724,1.0,0.0,1.0,0.0,1.0,0.0
4,2,3,1,5,20,0.6371980653926947,0.11904937481657409,1.6827720324198405,0.15115376580014117,2.0,0.0,3.0,0.0,6.0,0.0
4,2,1,5,2,5,0.5109626716830022,0.11396348743345959,0.4686258316040039,0.14309296951412318,2.0,0.0,1.0,0.0,2.0,0.0
32,4,4,5,5,20,0.9733254708353363,0.019581243360481292,0.9564626534779866,0.3347255943329312,4.0,0.0,2.8,0.7745966692414833,8.066666666666666,1.9444671200491874
8,2,2,5,5,10,0.8804678237831804,0.09476512034696485,0.4477654139200846,0.07875321848604527,2.0,0.0,2.0,0.0,4.0,0.0
4,2,1,1,5,20,0.7187148061760282,0.13445959810443683,1.3527335325876872,0.08941289063262063,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,1,5,20,0.8346587773764091,0.1440458694527631,1.0678492069244385,0.08166130883615628,2.0,0.0,2.0,0.0,4.0,0.0
